code,name,credits,description
72-164,DESIGN FUNDAMENTALS,4,"This beginning design course provides students the opportunity to 
explore the major areas of design for theatrical production: costume, scenery/props, sound and 
lighting. Students will be exposed to theatrical drawing, rendering, script analysis and collaboration. 
The format of this class will vary from discussion to lecture to group activities.   This course is open 
to only first year students and sophomores.  Juniors and seniors may register with the permission of 
the instructor. Contributes to Design Thinking. (Spring) (FA)"
72-183,FUNDAMENTALS OF ACTING,3,"This course introduces students to the essential elements that an 
actor utilizes in creating performance such as: listening, imagination, and physicality. Students also 
approach text analysis and their work may culminate in monologue/scene work. The course focuses 
229 
on students appreciating performance as a craft and a discipline and does so through a heavy emphasis 
on experiential learning. (Fall, Spring) (FA)"
72-193,MOVEMENT AND VOICE,3,"In this class, students will explore the foundations of voice and 
movement for the actor. During the semester students will deepen their connection with voice and 
breath through methodologies such as Fitzmaurice or Linklater voicework. Time will also be 
dedicated to building awareness of our own bodies, our instruments, and their natural/impulsive 
behavior. Through methodologies such as Contact improv, Laban, Feldenkrais, or Alexander, students 
will explore the abilities and bounds of what the human body can do and how it functions. By 
examining the actor’s instrument, students will develop a stronger connection between breath and 
impulse. (Spring)  (FA)"
72-201,THEATRE PERFORMANCE PRACTICUM,1,"Main-stage productions are open to all University 
students. One credit is granted for each production. This course may be repeated for up to four credits. 
Prerequisite: Must be cast in a role in a main-stage production. For non-major students only. (FA)"
72-211,THEATRE LABORATORY,1,"This course is designed to complement Theatre Company by providing 
a laboratory setting for students to learn and develop their skills in technical theatre which in turn will 
support the production component of the curriculum. (Fall, Spring)"
72-234,THEATRE HISTORY,4,"A course exploring Western theatre and drama in a variety of periods. Theatre 
performances and plays will be analyzed as functions of different fields of influence (economic 
realities of production and attendance; politics and power relations within and outside the theatre; 
social norms regarding gender, race, ethnicity, religion, family, etc.; aesthetic values of the time).  In 
addition, the course is meant to introduce students to methods of critical research and issues of 
historiography. Contributes to Race and Ethnicities Studies/Allied Course. (Fall)  (WA) (FA)"
72-241,THEATRE PRODUCTION PRACTICUM,1,"One credit is granted for assistant stage management and 
design positions for main-stage theatre productions. This course may be repeated for up to four 
credits. Prerequisite: Must be chosen for an assistant stage management or design position for the 
production season.  For non-major students only. (FA) 
72 254 
DEVISING: This course will explore what it means to work without a pre-existing text and without 
pre-established roles and hierarchies. Students will utilize various tools that may include research, 
writing exercises, collective and individual development of original material for performance, through 
team-work, experimentation, and explorations of approach. (Spring, even years) (FA)"
72-264,THEATRE FOR YOUNG AUDIENCES,4,"This course provides an overview of the theory and 
practice of theatre created with and for audiences of children, adolescents and/or families. We will 
examine the historical contexts of theatre for young audiences, read plays that represent the “canon” 
of TYA, as well as read plays working to disrupt and expand theatre for young audiences. In addition, 
we will explore differing perceptions of childhood and TYA plays through a variety of arts activities, 
practical projects and through workshops with TYA practitioners and professionals. This class 
requires the viewing of local TYA productions outside of allotted class time. (Spring) (FA)"
72-274,THEATRE IN EDUCATION,4,"This course explores the pedagogy of acting, and how to create an 
equitable learning environment. Students will learn the concepts of decentering the teacher and 
language for inclusivity through in-class theatre warm-ups, exercises, scene work and research. (FA)"
72-294,MAKEUP DESIGN,4,"Design and practice in the art of stage, screen and print makeup. Course focuses 
on development of skills for the practicing theatre artist. Contributes to Design Thinking. (FA)"
72-314,PLAYWRITING,4,"Theory and practices of playwriting. Includes the writing of scripts for theatre 
reading and production. Contributes to English.  (Spring, odd years) (FA) 
72 324 
CONTACT IMPROV: Contact Improv is a movement methodology that expands your ability to listen 
to your body’s impulses as a way of creating movement. Students will practice task based exercises to 
follow the energy and movement mobility already present in their bodies. Through solo, partner, and 
group work, this class will direct our attention on the energy exchange existing between  and your 
partner(s). Prerequisite: Theatre 72-193 or Permission of Instructor. (FA)"
72-414,TOPICS IN COSTUME HISTORY,4,"This course explores the relationship between social, political 
and cultural occurrences and fashion, art and clothing by focusing on selected periods in history, 
social and cultural movements, trends, style and fashion and their impacts on specific groups of 
people.  Topics vary from traditional chronologic period study to the age of the fashion designer to 
the Industrial and Technological revolutions. May be repeated for credit. (FA)
230"
72-433,THEATRE DANCE,3,"Students will learn choreography in a variety of dance styles: modern, jazz, hip-
hop, contemporary, etc. Students will apply techniques from other performance classes to enhance the 
performance of the choreography. Prerequisite: Theatre 72-193, or permission of instructor. (FA)"
72-724,FEMINISM AND PERFORMANCE,4,"A course focusing on the ways culture has constructed the 
performance of gender on stage, in every-day life and in the media. Students develop and perform 
solo performances.  Contributes to Communication Studies. (WA) (SJ) (FA)"
72-794,COSTUME DESIGN,4,"A study of the art and practice of theatrical costume design. Emphasis will be 
placed on the costume designer’s requirements for pre-production. Topics covered include analysis, 
research, basic figure proportion, color theory, sketching, swatching and rendering. Students will 
present design concepts through a series of renderings for selected periods and plays. Contributes to 
Design Thinking. (Fall) (FA)"
72-804,SCENIC DESIGN,4,"A study of the art and practice of theatrical scenic design. The focus of the course 
will be on the traditional approaches to scenic design and a study of the elements of composition as 
they apply to scenery. Students will work with different theatrical styles and settings and will present 
design concepts through painted renderings and/or models as well as drafting. Contributes to Design 
Thinking. (Spring) (FA)"
72-814,THEATRE SUSTAINABILITY,4,"Using the black-box space Heather Hall as a model, this course 
introduces students to a variety of strategies that seek to lessen the wasteful material nature often 
associated with traditional theatre production.   Electrical energy consumption and renewable energy 
production are major facets of study; however, scenery, properties, costumes, performance and the 
business aspects of theatre production will also be explored. Contributes to Environmental Studies. 
(FA)"
72-824,LIGHTING DESIGN,4,"An introductory study of the art and practice of lighting design. Students are 
introduced to the unique process via hands-on lighting projects in the department’s performance 
spaces. Design projects include recorded observations of natural and artificial lighting sources 
followed by the study and research of a selected classic painting. Related topics include additive color 
theory, lighting in a variety of theatrical spaces, and working with incandescent and LED fixtures. 
Contribute to Design Thinking. (Spring, odd years) (FA)"
72-834,AUDIO TECHNOLOGY AND DESIGN,4,"An introductory study of theatre sound systems and design 
for theatrical performance. Using the systems in the Department’s performance spaces, students will 
become familiar with mixers, effects processors, amplification and microphone technology. Students 
will experience the design process and gain hands-on experience as assistant designers, audio 
engineers and programmer/operators in plays produced by the Department. Contributes to Design 
Thinking.  (Fall odd years) (FA)"
72-844,SCENIC ELEMENTS AND STAGE PROPERTIES,4,"This course specializes in the area of scenic 
building and properties production for the stage. Areas covered include basic sewing for the stage and 
more advanced prop fabrication. From initial script analysis for props, to working with designers, 
directors, stage management and prop assistants, the student will explore ways to build/buy/borrow or 
find the props best suited to the production. Contributes to Design Thinking.  (FA) 
 
231"
72-854,SCENE PAINTING,4,"A practical activity-based and lecture course which specializes in the study of 
various paint finishes and techniques that are applied to stage scenery. When working on class 
assignments, students will have the opportunity to experiment with paint, binders, tools and 
techniques. The techniques covered serve as a foundation for further study and exploration in the art 
of scene painting. Contributes to Design Thinking. (FA)"
72-864,STAGE MANAGEMENT FOR THE THEATRE,4,"An introduction to stage management for academic 
and professional theatre. This project-oriented course provides students with a survey of techniques 
and strategies aimed at modeling successful stage management. Students will gain hands-on 
experience by working in stage management in the Department’s performance spaces. (FA)"
72-894,DIRECTING,4,"Principles and practices of directing. Includes detailed analysis of the play script and 
directing of in class laboratory or workshop productions. Prerequisite: Sophomore standing, or 
permission of instructor. (FA)"
72-923,THEATRE CAPSTONE,3,"This course, combined with Theatre 72-921, will fulfill the Capstone 
Requirement for the Theatre major. Because this is a culminating experience, the student will select a 
research topic within the discipline that emphasizes their particular interests and connects it to the 
greater practice of theatrical art. In addition, the student will create, curate and present a digital 
portfolio of their performance and production work. The student will be assessed on their visual, 
written and oral communication skills along with their research methods and abilities. (Spring)"
"72-001, 002, 003, 004",SELECTED TOPICS,4,May be repeated with change in topic.
"72-301, 302, 303, 304",SELECTED TOPICS,4,"Special studies not in the regular curriculum to be offered on student request. 
May be repeated with change in topic."
"72-901, 902, 903, 904",TUTORIAL,4,"72-941, 942, 943, 944 
ACADEMIC INTERNSHIP. Must be taken Pass/D/F. Credits do not count toward the major or 
minor."
"72-951, 952, 953, 954",INDEPENDENT STUDY,4,"May be repeated with change in content. Credits do not count toward the 
major or minor."
72-984,HONORS,4,"By invitation only. 
 
 
High Impact Experiences (HIE)"
01-410,SCOPE,0,"Involves faculty-supervised undergraduate research and intense collaborative projects in all 
disciplines and from all academic areas. For eight summer weeks, the program fosters a culture of 
research, promoting student persistence, self-efficacy, and success, and strives to create an inclusive 
and diverse research experience. This is a zero-credit course taken on a P/D/F basis."
01-420,RESEARCH ASSISTANTS,0,"Support faculty scholarship by assisting faculty with research. Faculty 
may hire more than one student research assistant and while the nature of the work is diverse, it may 
include assistance with literature reviews, laboratory assistance, archival research assistance (for local 
or digital archives), field work support, qualitative data collection and assistance, such as interviewing 
or survey programming, assistance with data preparation and analysis, including transcription or 
coding, assistance with manuscript preparation, including copyediting and indexing, assistance with 
securing image permissions. This is a zero-credit course taken on a P/D/F basis."
01-430,RESEARCH WITH ENDOWED CHAIR,0,"Support faculty scholarship by assisting faculty with 
research. Faculty may hire more than one student and while the nature of the work is diverse, it may 
include assistance with literature reviews, laboratory assistance, archival research assistance (for local 
or digital archives), field work support, qualitative data collection and assistance, such as interviewing 
or survey programming, assistance with data preparation and analysis, including transcription or 
coding, assistance with manuscript preparation, including copyediting and indexing, assistance with 
securing image permissions. This is a zero-credit course taken on a P/D/F basis."
01-440,RESEARCH WITH EXTERNAL FUNDS,0,"Support faculty scholarship by assisting faculty with 
research. Faculty may hire more than one student and while the nature of the work is diverse, it may 
include assistance with literature reviews, laboratory assistance, archival research assistance (for local 
or digital archives), field work support, qualitative data collection and assistance, such as interviewing 
or survey programming, assistance with data preparation and analysis, including transcription or 
coding, assistance with manuscript preparation, including copyediting and indexing, assistance with 
securing image permissions. This is a zero-credit course taken on a P/D/F basis."
01-940,FUNDED INTERNSHIP,0,"Funded Internships are offered during the fall, spring, and summer. They 
are intended to be the first step toward the development of skills and attitudes that lead to satisfying 
careers. Students set learning goals as well as engage in pre-reflections and post-reflection. This is a 
zero-credit course taken on a P/D/F basis."
"01-001, 002, 003, 004",SELECTED TOPICS,4,May be repeated with change in topic.
03-964,PAIDEIA SEMINAR,4,"This seminar serves as an opportunity for students to explore critical issues 
through collaboration with other interested students from different disciplinary studies.  The seminar 
is an integrative space where students think critically about their experiences across the curriculum, 
including those outside of the classroom.  Through the guidance of a faculty facilitator, students 
collaborate to determine the focus or theme of the seminar and design the learning experiences to 
explore the connections across their Southwestern experiences, within and beyond each student’s 
primary discipline.  Typically taken during the junior or senior year, this seminar is open to all 
students by application and is required for students seeking Paideia with Distinction.  Admission to 
the seminar requires approval from the Paideia Committee through an application process, typically 
completed during the sophomore year.  Applications are accepted on a rolling basis via the 
application portal, located on the University’s Paideia website."
"03-001, 002, 003, 004",SELECTED TOPICS,4,May be repeated with change in topic.
"03-301, 302, 303, 304",SELECTED TOPICS,4,"May be repeated with change in topic.  
University Studies (UST)"
05-124,TEACHING AND TUTORING WRITING ACROSS THE DISCIPLINES,4,"This course is designed 
for students in all majors who are interested in teaching and tutoring writing. The goals of the course 
are to introduce students to different genres of writing that are found throughout the curriculum, 
recognize and understand the differences in rhetoric, style, and purpose, and actively learn how to 
communicate the differences to others. The foundational theories used in this course will include 
composition theory, writing in the disciplines/writing across the curriculum (WID/WAC), and writing 
center theory and pedagogy.  This course will also function as training for new consultants in the 
Debby Ellis Writing Center."
05-224,BRITISH LIFE AND CULTURE,4,"Offered by a British professor, this course meets weekly and 
includes a variety of field trips around London. This course is required of all participants in order to 
provide a common educational experience which utilizes the program’s London location for an 
examination of the traditions and institutions which have shaped British and, by extension, Western 
life and culture in the 20th century. Must be taken on a graded basis (A-F). London semester program 
only."
"05-001, 002, 003, 004",SELECTED TOPICS,4,May be repeated with change in topic.
"05-301, 302, 303, 304",SELECTED TOPICS,4,May be repeated with change in topic.
"05-901, 902, 903, 904",TUTORIAL,4,"05-941, 942, 943, 944 
ACADEMIC INTERNSHIP. Must be taken Pass/D/F."
"05-951, 952, 953, 954",INDEPENDENT STUDY,4,"05-981, 982, 983, 984 
HONORS. By departmental invitation
 
 
Air Force Science Classes (AFS)"
99-101,LEADERSHIP LABORATORY,1,"[GMC LLAB] Various leadership techniques, including drill and 
ceremonies, customs and courtesies, and uniform standards.  Two laboratory hours a week for one 
semester.  Taken on a pass-fail basis for one hour credit; additional hours to be arranged."
99-111,THE FOUNDATIONS OF THE UNITED STATES AIR FORCE I,1,"Introductory course exploring the 
overall roles and missions of the United States Air Force and career fields available in the Air Force.  
Emphasis on military customs and courtesies, appearance standards, Air Force core values, and written 
communication.  One lecture hour a week for one semester.  Prerequisite:  Concurrent enrollment in 
Air Force Science 99-101.  [Offered fall semester only.]"
99-121,THE FOUNDATIONS OF THE UNITED STATES AIR FORCE II,1,Continuation of Air Force Science
99-131,THE EVOLUTION OF USAF AIR AND SPACE POWER I,1,"Key historical events and milestones in 
the development of air power as a primary instrument of United States national security.  One lecture 
hour a week for one semester.  Prerequisite:  Concurrent enrollment in Air Force Science 101.  [Offered 
fall semester only.]"
99-141,THE EVOLUTION OF USAF AIR AND SPACE POWER II,1,"Basic tenets of leadership and ethical 
behavior.  Interweaves study of Air Force core values and competencies with history of events and 
leaders in United States air power.  One lecture hour a week for one semester.  Prerequisite:  Concurrent 
enrollment in Air Force Science 99-101.  [Offered spring semester only.]   
Upper-Division Courses (Professional Officer Courses)"
99-201,LEADERSHIP LABORATORY,1,"[POC LLAB] Leadership laboratory course for upper-division 
students.  Further development of leadership skills through leadership positions within the cadet corps.  
Includes training of freshman and sophomore students as well as a practicum in Air Force unit 
operation. Two laboratory hours a week for one semester. Taken on a pass-fail basis for one hour credit; 
additional hours to be arranged."
99-203,AIR FORCE LEADERSHIP STUDIES I,3,"A study of leadership, management fundamentals, 
professional knowledge, Air Force personnel and evaluation systems, leadership ethics, and 
communication skills required of an Air Force junior officer. Case studies are used to examine Air 
Force leadership and management situations as a means of demonstrating and exercising practical 
application of the concepts being studied.  Three lecture hours per week for one semester.  
Prerequisite:  Air Force Science 99-111, 99-121, 99-131, and 99-141; concurrent enrollment in Air 
Force Science 99-201; and a four- or five-week field training course or equivalent ROTC or military 
training.  [Offered fall semester only.]"
99-213,AIR FORCE LEADERSHIP STUDIES II,3,"A continuation of AFS99-203.  Three lecture hours per 
week for one semester.  Prerequisite:  Air Force Science 99-203 and concurrent enrollment in Air Force 
Science 99-201.  [Offered spring semester only.]"
99-223,SENIOR AIR FORCE STUDIES I,3,"Examines national security policy making, decision, and execution 
processes, regional studies, advanced leadership ethics, and Air Force doctrine. Special subjects of 
interest focus on the military as a profession, officership, military justice, civilian control of the military, 
preparation for active duty, and current issues affecting military professionalism. Within this structure, 
continued emphasis is given to refining communication skills. Three lecture hours a week for one 
semester.  Prerequisite:  Air Force Science 99-203 and 99-213 and concurrent enrollment in Air Force 
Science 99-201 or consent of the department chair.  [Offered fall semester only.]"
99-233,SENIOR AIR FORCE STUDIES II,3,"Continuation of AFS99-223.  Three lecture hours per week for 
one semester.  Prerequisites:  Air Force Science 99-223 and concurrent enrollment in Air Force 
Science 99-201 or consent of the department chair.  [Offered spring semester only.] 
 
237 
 
COLLEGE YEAR IN ATHENS STUDY ABROAD  
The following courses are for CYA (College Year in Athens) study abroad students only. For more information, please visit 
CYA’s website at www.cyathens.org or contact them at info@cyathens.org or (617) 868-8200. 
Anthropology - ANTH  (CYA)"
05-444,THE ANTHROPOLOGY OF FOOD IN GREECE,4,"The “Mediterranean Diet” has received a great 
deal of attention as a dietary pattern with significant health benefits. To think of diet in this way, 
however, is to think of food as simply nutrition. The rich symbolic life of food, its place in social 
relationships, its importance to ritual, its connection to identity, its deliciousness: all of these are lost 
if we focus on diet as diet alone. In this course, we will look at the development of the Mediterranean 
diet in Greece, as well as other contemporary food practices. We will address issues of globalization, 
food tourism, food security, “local”, “traditional,” and “slow” foods, and much more. When not in the 
classroom, we will visit farms, vineyards, groves, restaurants, markets, museums, kitchens, sweet 
shops, cooperatives, NGOs, and festivals in our quest to experientially study food in Greece. This is a 
hands-on course in terms of tasting and experiencing food! Summer Session. (ANTH 325, ANTH 425)"
05-413,THE CULTURE OF MODERN GREECE,3,"Students studying abroad are already like anthropologists, 
trying to make sense of the rules of the society around them so that they can adapt to the rhythms and 
practices of their new, temporary home. This class gives students the tools needed to fully engage 
with and understand life in Greece, offering the history and social context needed to give their 
experiences greater depth and meaning. We will learn the methods anthropologists use to study 
238 
 
societies, and employ them to investigate Greece in ways students might not otherwise find on their 
own. Our explorations are broad, covering religion, food, immigration, Europeanization, family, 
youth culture, economy and politics, race and ethnicity, gender and sexuality, and more; we will treat 
these topics as overlapping realms that shape everyday experience. The aim is for students to gain an 
understanding of contemporary society in Greece, and a developing awareness of their own cultural 
conditionings and ethnocentrisms. Fall Semester. (ANTH 333, ANTH 433)"
"05-301, 302, 303, 304",SELECTED TOPICS,4,"May be repeated with change in topic. (ANTH 399) 
Archaeological Excavations - ARCX  (CYA)"
"18-301, 302, 303, 304",SELECTED TOPICS,4,"May be repeated with change in topic. (ARCX 399) 
Archaeology - ARCH  (CYA)"
01-403,INTRO TO DIGITAL ARCHAEOLOGY,3,"Methods of documentation and analysis in archaeology 
have changed drastically in the last decade. The course provides students with theoretical knowledge 
on the state of the art in digital archaeology, including GIS, remote-sensing technologies, tablet-based 
field recording, data management, and, last but not least, theoretical debates on the usefulness of 
digital methods. Students also acquire real-world skills: they create 3D models of artifacts and 
trenches; they create aerial maps using drone photos; they learn how to set-up and use a Total Station 
on the field; and they digitally illustrate 2D architectural features using geo-rectified photos. Fall 
Semester. (ARCH 310, ARCH 410)"
01-434,WHEN EGYPT MEETS THE AEGEAN,4,"The course explores the relationship of Egyptian and Greek 
cultures in the Bronze Age within the wider Eastern Mediterranean context. Focal points of the course 
are the Egyptian Collection in the National Archaeological Museum in Athens, Akrotiri in Santorini 
(the Pompeii of the Prehistoric Aegean), Crete, and Mycenae. Students have the very rare opportunity 
to experience hands-on activities and behind the scenes visits which allows them to comprehend more 
deeply the culture through actual contact with artifacts. In addition, distinguished scholars and 
specialists of Greek archaeology share their academic interests and excitement. Summer Session. 
(ARCH 347, ARCH 447)"
01-423,THE TOPOGRAPHY AND MONUMENTS OF ATHENS,3,"Please note: This course is a detailed 
archaeology course intended for students with some background in archaeology and/or ancient 
history.  This exclusively site-based course gives a comprehensive overview of the topography, 
archaeology and history of Athens, focusing particularly on the great monuments of the Classical and 
Roman city. It explores every major site - and many minor ones- paying attention to their physical 
setting, architectural and archaeological characteristics, and position in the political, religious and 
social lives of the Athenians. Thucydides put into the mouth of Pericles the words, ‘Future ages will 
wonder at us, as the present age wonders at us now.’ Future ages did indeed wonder at the buildings 
of the ancient city, and this course traces the rediscovery of Athens’ antiquities from the earliest 
modern travelers to Greece in the 15th century, through to the development of scientific archaeology 
in the 19th, and indeed looks into the role of archaeology in Athens from the foundation of the Modern 
Greek state up to the present day. Students gain a wide range of key skills during the course: 
topographic interpretation from maps and site plans with an understanding of how landscape affects 
site development; research skills from assessing publications from excavation reports to antiquarian 
rare books and archival or photographic collections; oral presentation skills through preparing 
240 
 
individual reports presented on site to the group; as well as gaining an ability to use the evidence of 
archaeology, architecture, inscriptions, and coins in the construction of historical arguments. 
Prerequisite: Background in archaeology and/or ancient history. Cannot be taken with 01-313 (ARCH 
331).  Fall and Spring Semesters. (ARCH 361, ARCH 461)"
01-483,ARCHAEOLOGICAL DRAWING,3,"For students planning to pursue a career in archaeology, this 
course develops basic techniques in drawing pottery and other archaeological finds, such as bone, 
metal, stone and figurines. The course is important, as students first learn the fundamentals of 
observing objects before they learn how to draw them. They can then apply and expand on these 
fundamentals when working with newer recording technologies such as digital recording, and 3-D 
scanning and imaging. Indeed, to make the imagery work students need to know how to see an object, 
which they learn from drawing. The skills acquired have enabled students to work at many 
excavations, e.g. in Egypt, at Troy, and in the Athenian Agora. Enrollment is limited to eight students. 
Spring Semester. (ARCH 416)"
01-523,FROM EXCAVATION TO PUBLICATION,3,"This advanced seminar consists of twelve sessions 
focusing on the different stages of archaeological fieldwork from the site to the final publication. 
Participants need no prerequisites apart from an interest in archaeology and/or sciences. Fall and 
Spring Semesters. (ARCH 419)"
"01-301, 302, 303, 304",SELECTED TOPICS,4,"May be repeated with a change in topic. (ARCH 399) 
Architecture - ARCT  (CYA)"
19-413,BYZANTINE ART AND ARCHITECTURE,3,"The course aims to explore the Byzantine artistic 
production from its origins in the catacomb frescoes of second-century Rome and the Syro-Palaistine 
region, to the art produced during the last centuries of the empire. It aims to provide an introduction to 
the varied physical remains left behind by the Byzantines: architecture (urban as well as rural), 
painting (mural decoration, icon painting and manuscript illumination), luxury objects of the so-called  
 
241 
 
minor arts as well as objects destined for every day, mainly secular, use. The study of the material is 
not confined to the examination of the evolving ‘styles’ and ‘iconographies’ –the pictorial languages 
of these artefacts- but hopes to survey the role of the image in Byzantium as a complex product of 
specific historical, theological and broader political influences considering its use both in religious 
and secular contexts, matters of gender and patronage as well as the cross-cultural exchanges in the 
Mediterranean basin during the Byzantine era. Part of the course examines the various ways through 
which the Byzantine culture influenced the new humanism of the early-Renaissance Europe as well as 
modern perceptions of Byzantium. Class sessions combine lectures, in-depth discussions on primary 
texts and focus on visual and literary material in order to provide a holistic introduction to Eastern 
Mediterranean culture during the Byzantine period. Besides the lectures, guided visits to Byzantine 
monuments are part of the course. The monastery of Hossios Loukas, a functioning establishment to 
date with lavish mosaic decoration dating back to the 11th c., and the castle-state of Mistras in the 
Peloponnese with its numerous frescoed churches and chapels, have been included in the Peloponnese 
field trip itinerary. To gain a broader first-hand understanding of the agenda of the image in 
Byzantium, visits to Hagios Dimitrios, the Acheiropoietos and Hagia Sophia in Thessaloniki are part 
of the northern Greece field trip. Finally, the course aims to explore, in three visits, the Byzantine 
collections, the museums and the surviving Byzantine churches of Athens. Spring Semester.  (ARCT 
364, ARCT 464)"
19-423,ANCIENT GREEK ARCHITECTURE,3,"A study of the major architectural currents in the ancient 
Greek world from the 6th century B.C. to the 2nd century A.D. as these manifest themselves in the 
surviving architectural monuments of Athens. In order students may profit as greatly as possible from 
first-hand, visual contact with the monuments that are the object of their study, almost all sessions of 
the course are held on the Acropolis, the Agora, and other major Athenian sites. Cannot be taken with"
"19-301, 302, 303, 304",SELECTED TOPICS,4,"May be repeated with change in topic. (ARCT 399) 
Art History - ARTH  (CYA)"
20-443,ANCIENT GREEK SCULPTURE,3,"A course designed to give students first-hand knowledge of 
sculpture of the Archaic, Classical, and Hellenistic periods. More than half of the class sessions take 
place in the National Archaeological, Acropolis, Kerameikos, Agora, and Piraeus museums. Students 
are also able to take advantage of field trips to Delphi, and Olympia. Fall and Spring Semesters. 
(ARTH 362, ARTH 462)"
20-453,BYZANTINE ART AND ARCHITECTURE,3,"The course aims to explore the Byzantine artistic 
production from its origins in the catacomb frescoes of second-century Rome and the Syro-Palaistine 
region, to the art produced during the last centuries of the empire. It aims to provide an introduction to 
the varied physical remains left behind by the Byzantines: architecture (urban as well as rural), 
painting (mural decoration, icon painting and manuscript illumination), luxury objects of the so-called 
minor arts as well as objects destined for every day, mainly secular, use. The study of the material is 
not confined to the examination of the evolving ‘styles’ and ‘iconographies’ – the pictorial languages 
of these artifacts - but hopes to survey the role of the image in Byzantium as a complex product of 
specific historical, theological and broader political influences considering its use both in religious 
and secular contexts, matters of gender and patronage as well as the cross-cultural exchanges in the 
Mediterranean basin during the Byzantine era. Part of the course examines the various ways through 
which the Byzantine culture influenced the new humanism of the early-Renaissance Europe as well as 
modern perceptions of Byzantium. Class sessions combine lectures, in-depth discussion on primary 
texts and focus on visual and literary material in order to provide a holistic introduction to Eastern 
Mediterranean culture during the Byzantine period. Besides the lectures, guided visits to Byzantine 
monuments are part of the course. The monastery of Hossios Loukas, a functioning establishment to 
date with lavish mosaic decoration dating back to the 11th c., and the castle-state of Mistras in the 
Peloponnese with its numerous frescoed churches and chapels, have been included in the Peloponnese 
field trip itinerary. To gain a broader first-hand understanding of the agenda of the image in 
Byzantium, visits to Hagios Dimitrios, the Acheiropoietos and Hagia Sophia in Thessaloniki are part 
of the northern Greece field trip. Finally, the course aims to explore, in three visits, the Byzantine 
collections, the museums and the surviving Byzantine churches of Athens. Spring Semester. (ARTH 
364, ARTH 464)"
20-463,ANCIENT GREEK ARCHITECTURE,3,"A study of the major architectural currents in the ancient 
Greek world from the 6th century B.C. to the 2nd century A.D. as these manifest themselves in the 
surviving architectural monuments of Athens. In order students may profit as greatly as possible from 
first-hand, visual contact with the monuments that are the object of their study, almost all sessions of 
the course are held on the Acropolis, the Agora, and other major Athenian sites. Cannot be taken with"
"20-301, 302, 303, 304",SELECTED TOPICS,4,"May be repeated with change in topic. (ARTH 399) 
Business - BUS  (CYA)"
16-423,COMMUNICATING ACROSS CULTURES,3,"THE INTERNATIONAL BUSINESS CONNECTION. 
This course is about the human element of an increasingly integrated global economy. As 
entrepreneurship continues to boost its international character, people become travelers across 
different sociocultural and economic environments. The goal of business strategies and executives 
alike is to make things work in diverse cultural contexts, having to deal with local rules and 
particularities, habits and processes.  Approaching the field is a multi-disciplinary task. Therefore, this 
course borrows elements from various fields: communications, culture, management and business. It 
adopts a multi-dimensional approach to the subject matter, introducing topics such as cross-cultural 
communication, cultural intelligence, negotiations across cultures, workplace social communication, 
culture in virtual teaming etc.  Management and communication systems and techniques can provide 
solutions and point the way forward. However, the starting point lies within people themselves. Fall 
Semester. (BUS 360, BUS 460)"
"16-301, 302, 303, 304",SELECTED TOPICS,4,"May be repeated with change in topic. (BUS 399) 
Classical Languages - CLAG & CLAL  (CYA)"
02-113,BEGINNING ANCIENT GREEK I,3,"The course consists of an intensive study of the forms, syntax, 
and vocabulary of ancient Greek. Through a systematic and in-depth presentation of vocabulary and 
language forms students develop their skills in reading, comprehension and translation of phrases and, 
eventually, small passages in classical Greek. Apart from the exercises in the textbook, students have 
the opportunity to develop their language skills through additional stimuli such as of short inscriptions 
carved in a variety of media (e.g. stone, ostraca, vases) and simple texts written on coins and papyri. 
Fall Semester. (CLAG 101)"
02-123,BEGINNING ANCIENT GREEK II,3,"Students who have successfully completed 02-113 (CLAG 101) 
or its equivalent undertake the reading of an original text.  Spring Semester. (CLAG 102)"
02-383,THE ILIAD OF HOMER,3,"The course involves a close reading of the Iliad (in translation) and 
constitutes an in-depth exploration of several aspects of the poem, historical, psychological, and 
religious. To begin with the historical setting, the daunting ruins of Troy are viewed as a monument 
that inspired the poet in the seventh century BCE - not earlier. This was a time when the Assyrian 
empire was expanding and Greek soldiers were employed as mercenaries in the Near East and Egypt. 
The possibility that Homer saw these ruins in person is investigated. Emphasis will be placed on the 
analysis of the psychology of the characters: the plight of soldiers fighting far away from their 
country, the guilt of a woman who betrayed her husband, the dark side of pride and egocentrism that 
may lead to madness. Homer includes animals in his enormous literary canvass:  the fear of a timid 
hare seeing a predator approaching matches the fear of a soldier walking resolutely to his death. The 
course finally explores the religious dimension of the poem: do the gods in the Iliad really exist or are 
they figments of human imagination? The poet allows his readers to make up their own minds, but 
246 
 
makes sure that the epiphany of a god is never witnessed by more than one person. His unique grasp 
of the predicament of man as a helpless but heroic creature in lawful but loveless universe makes the 
Iliad one of the best poems ever to have been written.  All texts are in translation. Spring Semester. 
(CLAG 354)"
02-233,INTERMEDIATE LATIN I,3,"This course introduces students to the most representative work of the 
Roman comic playwright, T. Maccius Plautus (d.184 BCE). Although his Latin is somewhat archaic, 
it is quite simple and easy to translate. The course aims to improve students' reading skills and at the 
same time expand their knowledge of Latin grammar and syntax. Students also examine the author's 
language and style, and discuss his texts in their historical context. Prerequisite: 1 year of Latin.  Fall 
Semester. (CLAL 211)"
02-243,INTERMEDIATE LATIN II,3,"Reading of selected authors as indicated by the requirements and 
previous level of attainment of the class, exercises in prose composition. Prerequisite: 1 year of Latin. 
Spring Semester. (CLAL 212)"
