code,title,credits,description
DATA 4395,Senior Project in Data Science,3,
DATA 4300,Ethics for Data Science,3,"This course will introduce the student to many of the ethical issues faced by data professionals throughout the data science pipeline. Students will develop an understanding of current ethical challenges that have emerged in the profession. Topics include: bias in machine-learning algorithms and Artifical Intelligence; invasions of privacy with data collection; unintentional discrimination from data analysis; and lack of accountability with ‘black-box’ algorithms. Using philosophical ethics as a guide, the students will learn to think critically, creatively and conscientiously about how data-driven tools should be used."
DATA 4319,Statistical and Machine Learning,3,"This course blends the predictive perspective of statistical pattern recognition and the algorithmic perspective of machine learning. Topics include, but are not limited to: applications of appropriate machine learning algorithms in various disciplines, prediction and performance metrics, data transformations, supervised and unsupervised learning, and ensemble methods."
DATA 2401,Data Science I,4,"This course is an introduction to the entire data science pipeline. Topics include, but are not limited to: data collection and transformation; exploratory data analysis; introduction to statistical software; data visualization and presentation."
DATA 3401,Data Science II,4,"This course is an intermediate treatment of the data science pipeline. Topics include, but are not limited to: prediction, estimation and statistical inference; elementary notions of data mining; intermediate use of statistical software; introduction to relational databases and queries; data visualization and presentation."
DATA 3402,"Data Collection, Transformation and Curation",4,"This course provides the principles of data curation over the entire data pipeline. Specifically, the collection of data of different forms from a variety of sources, the transformation and wrangling of acquired data into forms amenable for analysis, and the preparation of data for a variety of statistical methods and models. Additionally, students will learn how to ensure the safety and consistency of data as it passes through all stages of the process."
DATA 3334,Introduction to Bayesian Data Analysis,3,"This course introduces the fundamentals of Bayesian data analysis. Topics include Bayesian equivalents to classical point and interval estimation, Bayesian credible and highest posterior density regions. This course uses Markov chain Monte Carlo techniques and covers the Bayesian analogues to t-test, correlation test, proportion testing, regression, and ANOVA. After taking this course, students will have a basic understanding of the Bayesian perspectives of the frequentist techniques that they encounter in a traditional introductory statistics course."
DANC 2301,West African Dance,3,"This course introduces traditional and neo-traditional West African Dance. No prior dance experience required. Participants explore traditional dances from the countries of Guinea, Mali, and Senegal and the significant relationship that dances and drums have in those societies. Students dance traditional dances that celebrate rites of passage, harvest, courtship, fertility, and healing. Dancers use verbal chants and their bodies to tell stories of African life and discover the common thread that runs throughout all cultures."
CRS 4390,Special Topics in Critical Race Studies,9,Prerequisite(s): Completed the 010 area of the Texas Core Course my be repeated when topic is significantly different from previous offering.
DANC 1301,Dance in America,3,"An introduction to the basic forms, types and history of dance and dance styles in America, including, but not limited to: ballet; modern; jazz; social; and tap."
CRS 3370,Disability Studies,7,
CRS 4322,Psychology of Women of color,2,"Psychology of Women of Color is a survey of the major theories and issues involved in understanding the behavior, cognition, and psychological development of women of color. There is a strong focus on critical race theory as a foundation for understanding the intersections of gender, ethnicity, culture, sexuality, and economics as they impact women’s lives."
CRS 4301,Critical Race Studies Theory & Praxis,0,"A capstone project course focused on Critical Race Theory in the pursuit of Social Justice. Students will complete a Social Justice project exemplifying their theoretical, analytical and innovative skills developed through their study and experiences in Critical Race Theory courses."
CRS 1301,An Introduction to Critical Race Studies,0,"This course will focus on the foundations writings of Critical Race Theory. It will provide students with an analytical framework for a race-based epistemological, methodological, and pedagogical approaches to the study of everyday inequalities."
CRS 4098,Critical Race Studies Portfolio,9,"This non-credit course is designed for Humanities majors who have declared a concentration in Critical Race Studies (HUM-CRS). All HUM-CRS majors are expected to maintain a digital collection of their coursework. During the semester of their anticipated graduation, students enrolled in CRS 4089 will build and submit an e-portfolio, consisting of their best written, oral, and/or media projects that were previously submitted to “Major” area courses within the degree plan. The e-portfolio is graded S for “Satisfactory,” U for “Unsatisfactory, “or I for “In Progress.” Students must obtain an S grade in order to graduate."
CRS 3343,Martin Luther King and Malcolm X,4,"This course examines the speeches, sermons, and writings of Rev. Dr. Martin Luther King, Jr. and Malcolm X. The course devotes attention to their overlapping lives, thought, and discourse and to ways that their religion influenced their views on race, economics, democracy, revolution, internationalism, etc. This course may not be repeated for credit."
CJ 4680,Field Experience in Criminal Justice,0,"Selected students are placed in criminal justice agencies for 240 hours, applying academic training to practical situations. Recommended for criminal justice majors who are not working in the criminal justice system. Practitioners, however, may apply for an internship in an area of criminal justice other than the one in which they normally function."
CJ 4390,Special Topics in Criminal Justice,0,"Selected topics or current issues in criminal justice, taught by faculty, visiting lecturers or others who possess a special area of expertise."
CJ 4380,Field Experience in Criminal Justice,0,"Selected students are placed in criminal justice agencies for 120 hours, applying academic training to practical situations. Recommended for criminal justice majors who are not working in the criminal justice system. Practitioners, however, may apply for an internship in an area of criminal justice other than the one in which they normally function."
CJ 3311,Ethics in Criminal Justice,1,"This course examines ethical decision-making within the criminal justice system. Topics include an overview of ethical systems and ethical dilemmas for professionals in the law, policing, and correctional systems. Ancillary foci of the course are student writing and appropriate use of citation. This is a writing intensive course that adheres to the department policy on writing intensive coursework."
CJ 3309,Security and the Law,9,"The functional aspects of security investigation and the legal restrictions placed on non-governmental related activities are presented. These include industrial, commercial, campus and private security entities."
CJ 3303,Criminal Justice Cornerstone,3,"Provides a critical examination of historical and current issues and processes in policing, criminal courts, corrections, and the juvenile justice system."
CJ 3308,Juvenile Justice System,8,"The history, philosophy and role of the juvenile court with emphasis on jurisdiction, treatment, criminal proceedings and the family court is presented."
CJ 3307,Community Oriented Policing,7,The nature of the community and its impact on the police is explored. Those factors that contribute to conflict and inhibit police-community relations are studied in order to discover how the police and the community can achieve a more cooperative relationship.
CJ 3302,Criminal Investigation,2,"The history and theory of criminal investigation, investigative procedures, conduct at the crime scene, collection and preservation of evidence and problems of successful prosecution are studied. The law and procedure affecting case preparation and presentation are emphasized."
CJ 3304,Criminal Law,4,"An examination of the elements of and defenses against criminal liability for specific crimes against persons, property, and society."
CJ 3306,Crime and Delinquency,6,Delinquent behavior and the role and responsibility of the criminal justice system in controlling delinquency are examined. Special emphasis is placed on social problems contributing to delinquency as well as current treatment methods.
CJ 2303,The Correctional System,3,"The historical and philosophical development of the correctional system is examined. The role of correctional agencies, their personnel and their relationship to the criminal justice system is emphasized. (CRIJ 2313)"
CJ 3300,Research Methods in Criminal Justice,0,"Introduction to the design and implementation of research in the field of criminal justice. The principles of research methods and design for use in policy analysis, content analysis and analysis of secondary data will be presented. Considerable attention will be given to the application of design and implementation as it relates to criminal justice within a real world context."
CJ 2302,The Criminal Court System,2,"The history, philosophy and basic concepts of the legal system are studied. The criminal justice legal process from inception to appeal is also presented. (CRIJ 1306)"
CJ 3301,Criminology,1,"An overview of criminal behavior, its impact on the criminal justice system and theories of criminal behavior are presented. Ancillary foci of this course are student writing and appropriate use of citation. This is a writing intensive course that adheres to the department policy on writing intensive coursework."
CJ 2301,The Police System,1,Historical analysis of the police function and how it has evolved into the contemporary professional police function. Overview of philosophical and ethical issues surrounding the role of the police in a democratic society and a survey of contemporary and traditional police policies and practices. (CRIJ 2328)
CJ 1301,Introduction to Criminal Justice,1,"An overview and description of the criminal justice system is presented, including its goals, its relationship to other governmental bodies and its relationship to society. Also included is the study of the basic components of the criminal justice system."
CS 4399,Directed Study in Computer Science,9,
CS 4396,Senior Thesis,6,Intensive study under the guidance of a member of the Computer Science faculty which continues and expands the research carried out in
CS 4390,Special Topics in Computer Science,0,"Intensive study of one or more major topics in computer science, especially with respect to a new or emerging area."
CS 4395,Senior Project in Computer Science,5,Intensive study under the guidance of a member of the Computer Science faculty which culminates in an individually researched and formally written report and oral presentation dealing with the applications of computer science in the student’s area of specialization and related to one type of business or industry in the Houston area.
CS 4340,Mobile Computing,0,"Introduction to software development for mobile devices such as smartphones and tablets. Topics include essential concepts of software development, Graphical User Interface design, hardware communication on mobile platforms, and development of practical apps for mobile devices. This course can be used to fulfill upper-level CS elective requirement for BS in CS degree plan. It may be used to fulfill the writing application course requirement (W-course) with the additional prerequisite of"
CS 4380,Field Experience,0,"Selected students are placed in jobs in the local community which are related to and reinforce their academic training. Positions are full time, salaried and last the duration of a semester. Recommended for students not already employed in their area of study."
CS 4332,Artificial Intelligence,2,"This course focuses on applications and problems in the field of modern AI techniques and algorithms for making good decisions that are widely applied on a large range of financial, biomedical, robotics, information, and industrial systems. The course covers local agents, state-space searching, computational game theory, classification problem, and knowledge representation."
CS 4337,Human-Computer Interaction,7,"This course provides an introduction to Human-Computer Interaction (HCI), a discipline concerned with the design, implementation, and evaluation of user interfaces. Topics include interaction and cognition, human-centered design, prototyping, usability and evaluation, and other related issues such as multimedia and virtual reality."
CS 4329,Introduction to Bioinformatics,9,"This course will introduce students to various algorithmic principles driving bioinformatics. Algorithm design techniques such as brute force, branch and bound, greedy approach, divide and conquer technique, and dynamic programming will be discussed. Students will learn the application of these design techniques in a wide range of biological problems such as sequence alignment, sequence homology searching, motif finding, gene prediction, gene expression analysis, and repeat finding. Other relevant topics such as genomic databases and bioinformatics tools will also be integrated."
CS 4328,Parallel Computing,8,"Introduces fundamental concepts of parallel computers and parallel/distributed computation. Projects involving parallel algorithm design, software implementation and results analysis to solve scientific and/or engineering application problems in parallel will be assigned. This course may be used to fulfill the writing application course requirement with additional prerequisites including"
CS 4326,Network Security,6,"This course is an introduction to the fundamentals of computer network security. Topics include the rationales and necessity for securing computer networks, common security threats, methodologies for the design of network security systems, establishing security protocols and the identification of best practices of secure communications systems. In particular, this will cover an introduction to encryption and decryption, authentication, secure communication, network security protocols, firewalls and web security. This course provides the foundational knowledge for advanced study of security issues in computer networks."
CS 4322,Theory of Algorithms,2,"Detailed study of the main algorithmic techniques of computer science (e.g., sorting and searching) and analysis of the operating characteristics and complexity of selected algorithms."
CS 4318,Database Systems,8,"An introduction to the theory of database and file structures with an emphasis on general principles and algorithmic issues as well as a conceptual overview of the design, construction and maintenance of database and file processing systems. After the various models are considered, specific attention is given to advanced topics such as data integrity, optimization, and distributed environments."
CS 4319,Statistical and Machine Learning,9,"This course blends the predictive perspective of statistical pattern recognition and the algorithmic perspective of machine learning. Topics include, but are not limited to: applications of appropriate machine learning algorithms in various disciplines, prediction and performance metrics, data transformations, supervised and unsupervised learning, and ensemble methods."
CS 4317,Natural Language Processing,7,"This course will introduce the fundamental concepts found in Natural Language Processing. These concepts include: speech recognition, speech synthesis and the statistical models that are used to process human languages. Students will learn how to use machine learning techniques in order to solve problems in natural language processing."
CS 4310,Principles of Computer Graphics,0,"Analytical treatment of computer graphics; input, transformation and display of graphical data; graphical algorithms and languages; emphasis on current developments."
CS 4315,Operating Systems,5,"Basic concepts of operating systems including concurrent process management, I/O device management, process scheduling, synchronization, deadlock, and memory management. UNIX used for standard examples."
CS 4306,Mathematical Models and Computer Simulation,6,"Quantitative modeling of industrial systems, computer simulation languages; discussion of problems encountered in constructing simulation programs. This course may be used to fulfill the writing application course requirement with additional prerequisites including CS 4294 and department approval."
CS 4303,Programming Language Concepts,3,"This course provides students with a foundation in the concepts and implementation of modern programming languages. It also covers imperative, functional, logic, and object-oriented programming paradigms. Programming assignments and/or closed labs will be conducted for syntax and semantics analysis and different paradigms."
CS 4300,Web Programming,0,"An introduction to Web programming using HTML, XML, JavaServer Pages, and Java Script, with an emphasis on developing and designing dynamic Web pages in the client-server model."
CS 3394,Undergraduate Research,4,Independent investigation of a specific topic or problem in computer science under the guidance of a faculty member. The course is designed to give students research experience and independent study skills in an area of computer science. A written report and an oral presentation are required at the end of the course. Course cannot be used to fulfill upper-level CS elective requirement for CS degree plan.
CS 4301,Advanced Numerical Methods for Science and Engineering,1,"Advanced topics in numerical mathematics, including the numerical solution of ordinary and partial differential equations and advanced methods in numerical linear algebra. Programming projects are stressed that use the computer to solve physical and engineering problems. This course may be used to fulfill the writing application course requirement with additional prerequisites including CS 4294 and department approval."
CS 4294,Senior Seminar,4,"A structured seminar. Students are exposed to the world community as it relates to their major (involving a written and oral report on cultural issues as well as discussion of these topics); ethics is discussed as it relates to the subject. In addition, students prepare a written proposal for a senior project."
CS 3331,Introduction to Robotics,1,"The course covers basic concepts of robotics technology including coordinate transformations, sensors, path planning, kinematics, feedback and feedforward control, localization, and mapping. Several advanced topics such as robotic vision and navigation are also introduced. The course focuses on the simulation and programming of mobile robot, and intelligent algorithm development."
CS 3325,Introduction to Wireless Networks,5,"An introduction to the fundamentals of wireless communications and networks, including basic communication theory, architectures, protocols, and standards. It describes concepts, technology and applications of wireless networking as used in current and next-generation communication networks."
CS 3324,Computer Network Architecture,4,"Architectures and operating systems of distributed networks including data communication, local networks, public networks and design alternatives. This course may be used to fulfill the writing application curse requirement with additional prerequisites including CS 4294 and department approval."
CS 3321,Software Engineering,1,"To provide students with the theoretical and practical understanding of the development of large software systems using the Unified Modeling Language (UML). The theoretical component is supported with readings, lectures, and class discussions. The practical components are reinforced with the development of a large-scale group project involving all phases of the software development life-cycle."
CS 3319,Internet of Things,9,"This course covers concepts, design methods, and applications of Internet of Things. It illustrates the architecture of sensors, microcontroller systems, transmission modules, and data analytics algorithms. The sensors include accelerometers, pressure sensors, bending sensors and ultrasonic sensors. The microcontrollers include Arduino and Raspberry Pi. The course also covers the analysis of Internet of Things applications in sports, transportation, retail and healthcare."
CS 3318,Introduction to Computer Security,8,"Introduction to encryption and decryption; security mechanisms in computer programs, operating systems, databases, and networks; administration of computer security; and legal/ethical issues in computer security. Provides the foundation for further study of security issues in computer systems and applications."
CS 3310,Fundamentals of Game Development,0,"This course provides students with a foundation in computer game development. Topics include the genres of games, principles of game design (such as character design, level design, and interface design), randomness and variety in games, AI in game programming, physics, event handling, and visual effects."
CS 3306,Introduction to Theory of Computation,6,"An introduction to the modern theory of computing. Topics selected from abstract algebra, finite automata, regular expressions, regular languages, pushdown automata, context-free languages, and Turing machines. The capabilities and limitations of abstract computing devices are investigated from a theoretical perspective."
CS 3308,Numerical Methods,8,"Develop and implement algorithms used in solving a variety of problems from science and engineering, including numerical solutions of linear systems of equations and nonlinear equations, curve fitting, approximation, numerical differentiation and integration, and numerical solutions of ordinary differential equations. Computer techniques are used in obtaining and analyzing numerical solutions."
CS 3304,Data and Information Structures,4,"Development of methods for organizing and processing data sets. Types of data structures analyzed include linear lists, stacks, queues, trees, and graphs. Algorithm analysis methods are used throughout to analyze the various data structures and algorithm design alternatives."
CS 3300,Object-Oriented Programming and Concepts,0,Provides practical guidance on the construction of object-oriented systems. The Unified Modeling Language (UML) is used as a tool for analysis and design and the JAVA language is used for implementation. Key concepts of object-oriented programming methodology are discussed.
CS 2411,Procedural and Object-Oriented Programming with C++,1,"This course provides procedural and object-oriented programming foundations using C++. Topics include procedural-programming concepts such as variable declaration, data types, control statements, functions, and file operations, and object-oriented concepts such as dynamic memory allocations, classes, and data abstractions."
CS 2410,CS II-Introduction to Data Structures and Algorithms,0,"Arrays, records (C++ structs), classes and data abstraction, object-oriented software development, pointers, dynamic data structures, linked structures, elementary and searching and sorting algorithms, recursion, an introduction to algorithm complexity analysis. (COSC 1437)"
CS 2311,Data Structures and Algorithms with Python,1,"Identification and use of appropriate python data structures for different applications. Topics include built-in collection python data structures such as list, dictionaries; classes and data abstraction in python; basic data structures such as stack, queue, and linked list using python list; built-in data structures such as data frame in external python libraries; recursion, search and sorting algorithms."
CS 2302,Digital Logic,2,"Boolean expressions and theorems. Analysis and synthesis of combinational and sequential switching networks; optimization methods using random logic gates, multiplexers, decoders, registers, counters, and programmable logic devices. Exercises involve the design and simulation of digital circuits. Emphasis is on the use of Boolean Algebra, Truth Table, and Karnaugh Maps in the design, simulation, simplification, and testing of digital circuits."
CS 2301,Introduction to Computer Organization,1,"Organization of general-purpose computers; data representation and arithmetic; instruction sets architectures and addressing modes; memory hierarchies, input/output and storage, and alternative architecture. (COSC 2425)"
CS 1411,Introduction to Computer Science with Python,1,"This course introduces the fundamentals of computer programming using the Python language. The course is designed as an introductory course for students with or without prior programming experience. Topics include variable declaration, control statements, functions, I/O operations, exception handling, and data structures. The course provides extensive hands-on activities on writing computer programs."
CS 1412,Introduction to Computer Science with C#,2,"An introduction to programming using C# for design and development Windows applications with an emphasis on event-driven programming. Topics include objects, events, code, and properties. Control statements, subprograms, data types, arrays, input-output, and user-interface designs."
CS 1313,Principles of Game Design,3,"This course provides students with a foundation in game design principles. Topics include the game history, genres of games, game design essentials (such as game platforms, character design, game complexity and challenge design, and core mechanics), and issues about online gaming."
CS 1410,CS I-Introduction to Computer Science with C++,0,"History, nature and uses of the computer; algorithms; number systems; information representation; and organization, with an overview of computer hardware and software, computing systems and major applications. Ethical and societal issues are discussed. An introduction to high-level languages with an emphasis on programming in C++. Control statements, subprograms, data types, arrays, and streams. Closed (supervised) laboratories are conducted on: an introduction to Microsoft Windows, and a C++ programming environment; appropriate programming exercises emphasizing top-down design methodology and simple and structured data types; and key topics of the discipline and areas of application. Designed as a first course for majors in Computer Science and Mathematics (COSC 1436)"
CS 1408,Introduction to Computer Science with Visual Basic,8,"History, nature and uses of the computer; algorithms; number systems; information representation and organization with an overview of computer hardware and software, computing systems and major applications. An introduction to high-level languages and programming using Visual Basic with an emphasis on event-driven programming. Elements of the Visual Basic programming environment including objects, events, properties, user interface design and creating web-based applications are discussed. Practice with standard programming features such as control statements, subprograms, data types, arrays and input-output mechanisms."
COMM 4390,Special Topics in Communication,3,"The issues addressed in this course reflect current trends in speech communication. Possible topics to be offered in different semesters include: health communication, nonverbal communication, small group communication, training and development. With permission of department chair."
CS 1311,Introduction to computing with Python,1,"Computational thinking involves transforming a real-world problem into a software-based approach for solving it. This course will engage students analytically in the creation of computer programs to solve a diverse set of real world problems related to kinematics, designing games, solving puzzles, searching, sorting, and basic data analysis. Using a problem solving approach, students will learn the basic process of designing algorithms as well as implementing them with a high level programming language."
CS 1305,Introduction to Computer Technology,5,"Topics include the history and nature of computers, ethical and other societal issues, an overview of computer hardware and software (with an emphasis on computer applications and the use of standard software packages). The use of the Internet for communication and research is introduced."
COMM 4335,Religious Communication,3,"An analysis of the ways institutional religion applies communication theory to propagate values, gain adherents, and promote awareness of critical social issues. This course will provide an overview of communication theory that is specifically religious in content."
COMM 4380,Field Experience in Communication,3,"Placement of students in jobs involving areas in Communication Studies within the private and public sectors. Work may be paid or unpaid. Written reports, conferences with the instructor and other academic work are required."
COMM 4330,Communication Training and Development,3,"Methods of training and development are explored as communication processes through which organizations help managers and employees improve performance and increase job satisfaction. Methods include discussion, simulation, programmed instruction, and multimedia presentation. Students learn skills required for designing a training program: assessing needs, interviewing, and writing the training proposal."
COMM 4324,Advanced Public Deliberation,3,A service learning course in which students gain experience in solving real world problems by applying their knowledge of communication and deliberation skill and theory. Students enrolled in this course will serve as Student Associates for the UHD Center for Public Deliberation.
COMM 4303,Narrative Medicine,3,"This course is a blending of performance and theory that focuses on ways that telling and listening to personal stories improve self-concept, cultivate confidence, and nurture sound relationships. Story structure, narrative rationality, healthy disclosure, active listening, and permission and ownership are topics to be explored."
COMM 4325,Communication Law and Ethics,3,"This course will introduce students to the legal and ethical considerations that shape the communication process. It surveys the development of constitutional protections and regulations of communication in the United States, with an emphasis on the ethical challenges and responsibilities of exercising freedoms established by the First Amendment to the U.S. Constitution. The course emphasizes the evolution of the First Amendment, significant Supreme Court cases interpreting First Amendment law, and the rhetoric of freedom of communication."
COMM 4310,Communication in the Organization,3,"Emphasis on linking theories of organizational behavior and leadership to theories of human communication in dyadic, small group, presentational, and public contexts. Students have the opportunity to apply theories to real organizational settings by conducting diagnostic projects focusing on communication dynamics within the organizational setting."
COMM 4320,"Globalization, New Media & Society",3,"This course is designed to provide students with critical, contemporary understandings of global media movements in cultural and social contexts. This course investigates the implication of globalization and media convergence on media industries, local and regional cultures, collective action and social movements. Lectures, readings and discussions will facilitate an understanding of how communication systems affect culture, civil society, and international social development."
COMM 4315,Elements in Speechwriting,3,"Speechwriting is the process by which one writes a listenable message to be delivered by a public speaker. This course will explore the decisions the speechwriter must make before deciding what to write, how to sequence thoughts and ideas, find paths to verbal economy, identify ways to better understand an audience, and craft a variety of speeches for the ear. Students will learn to write informative, persuasive and ceremonial speeches and to conduct the research needed to help make them effective. Other topics will include: style, coherence, rhythm, and creating “implied dialogue”."
COMM 4302,Communication Campaigns,3,"Focuses on the theory and application of campaigning to the public. The course will alternately focus on the research, management, and implementation of campaigns in differing contexts including, but not limited to, public health and political interests, giving students a unique opportunity to select contexts most applicable to future careers and to engage in hands-on campaign production."
COMM 4301,Persuasive Communication,3,"Study of the theories, techniques, forms, functions, applications, potential and limitations of persuasive communication for the individual and organizations. Utilizes classical rhetorical and contemporary communication theories."
COMM 3310,"Women, Men, and Communication",3,Course explores the theory and practice of communication between the sexes in personal relationships and professional contexts. The social construction of gender is also discussed.
COMM 3308,Family Communication,3,"Course reflects the trends in theory and practice in developing an understanding of the frameworks of communication as it relates to the family unit. Communication issues include intimacy, roles, power, decision-making, rules, quality dialogue and conflict."
COMM 4098,Capstone Portfolio,0,"This non-credit course certifies that a degree requirement (submission of samples of the student’s coursework) has been fulfilled by a student majoring in the BA in Communication Studies. The student enrolls in COMM 4098 in the senior year and continues to enroll until graduation. Upon declaring Communication Studies as a major, the student should begin a collection of projects. During the semester of anticipated graduation, the student will be guided through the process of selection for the e-portfolio, consisting of the student’s best written, oral, and media projects from a range of upper level courses. The e-portfolio is graded S for Satisfactory, U for Unsatisfactory or I for In Progress. Only a grade of S certified by the degree coordinator allows graduation."
COMM 3306,Business and Professional Speech Communication,3,"Effective communication in a business and professional setting. Units include: interview, group decision-making, informing, and persuading."
COMM 3309,Theory and Practice of Interviewing,3,"The application of communication theory to interview situations. This theory and practicum course is designed to aid the student in mastering specific skills appropriate to specialized settings such as selection interviews, appraisals, discipline interviews, exit interviews, computer-assisted interviews, journalistic interviews and investigative reporting, and survey and telephone interviews."
COMM 3307,Political Communication,3,"Examines role of communication in shaping political and social changes. Political rhetoric of individuals and groups, past and present; how discourse forms and calls upon one’s political self."
COMM 3305,Fundamentals of Communication Technology,3,"Critical analysis of communication technology based on models of communication. Examines how communicators prepare, deliver and assess messages for effective distribution in technological contexts."
COMM 3304,Advanced Public Speaking,3,"A comprehensive examination of the preparation and presentation of various types of speeches. Types include: informative, persuasive, impromptu and ceremonial. Videotaping and in-depth student assessment are integral to the course."
COMM 3303,Advertising as Communication,3,This course examines the role of advertising in integrated marketing communication essential to virtually all organizations. Explores persuasive strategies used in the process of campaign planning and message creation for traditional and new media.
COMM 3302,Debate,3,"Practice in formal debate, including principles of effective argument with special attention to reasoning, evidence, motivation, organization, persuasion and public policy debate."
COMM 2390,Special Topics in Communications,3,"A focused examination and development of various basic communication skills, including (but not limited to) such topics as Intrapersonal Communication, Communication Competence in Society, Introduction to Social Media, and Communication Apprehension."
COMM 2311,Principles of Public Relations,3,"Introduction to the techniques and methods of public relations in promoting the image of organizations, corporations, and institutions, both public and private."
COMM 3301,Advanced Public Relations,3,"A theoretical and practical approach to understanding the communication, methods, and techniques required of public relations in corporate, institutional, and organizational environments, as well as private and public sectors. This course applies principles learned in"
COMM 2309,Interpersonal Communication,3,"A theoretical, practical, and experiential introduction to interpersonal communication. Areas in communication apprehension, family communication, listening and communication in multiple contexts are discussed."
COMM 2313,Intrapersonal Communication,3,"Understanding self-awareness is an essential component in effective communication. Topics covered include taking control of one’s life through constructive behavioral change, dealing with emotions, forming important relationships, resolving conflict, managing stress and well-being, understanding how we construct individual meaning and values, and developing an action plan for a happy, productive life."
COMM 2308,Writing for the Major,3,"This course prepares students with scholarly and professional writing skills for communication majors. The course helps students develop strategies for critical thinking through analysis and synthesis, promotes problem-solving skills, and sharpens students’ written responses."
COMM 2310,Social Media and Contemporary Communication,3,"Broken into three sections, this course will examine the recent integration of social media into society and communication. In the first section, we will explore the historical roots of new medias, spending time understanding the roles of each of the major social media platforms. In the second section, we will investigate a variety of ways that new media have influenced our interpersonal relationships, corporate communications and ethical implications. Lastly, students will gain an understanding of social media communication through hands-on activities."
COMM 2307,Intercultural Communication,3,"A study of the impact of culture on communication behaviors and the implication for cross-cultural interactions, both interpersonal and organizational."
COMM 2304,Argumentation,3,"Theory and practice in argumentation, including inductive and deductive reasoning, attitude change, use of evidence and fallacies."
COMM 1385,Communication in the Classroom,3,"Communication behaviors for the classroom teacher and how those behaviors affect student learning. Discussion of theories and practice in self-concept, feedback, listening, disclosure and nonverbal communication."
COMM 2305,Film Appreciation,3,"An overview of film as a communication and esthetic medium. Films are studied for their artistic and cultural significance, and for the communication strategies they use. Topics include film genres, sound and graphics, imagery, symbolism, cultural contexts for film, and film criticism."
COMM 1309,Communication and Public Decision Making,3,"This course is designed to explore the theory of deliberative democracy and to practice the skills involved in such approach to citizen involvement in public problem solving. The course explores democratic deliberation through in-class deliberation exercises, online discussion with other students, and research and writing about public policy issues."
COMM 2301,Introduction to Health Communication,3,"This course introduces students to the broad and evolving sub-field of health communication and its many contexts and applications. Students will be exposed to basic theories, concepts, vocabulary and research in interpersonal, organizational, and public healthcare settings, and will be able to examine the multiple communication opportunities within the medical and public health community."
COMM 1305,Radio Performance,3,"This course is for students who want to develop their speech skills more effectively. Topics include voice and diction, expressive reading, basic radio performance, and impromptu speaking. This course is particularly useful for students who plan to cultivate skill-sets for a career in performance, such as in radio, or coaching competitive high school forensics."
COMM 1306,Beginning Public Speaking,3,"This course is designed to teach basic skills in organization and delivery of speeches in a variety of settings. Students will learn ways to collect and incorporate verbal support, use patterns of speech structure, and identify successful techniques for handling stage fright. Additional topics include audience analysis, outlining content, platform presence, and use of voice."
COMM 1304,Introduction to Communication,3,"An overview of skills important in developing effective communication. Students will gain experience in interpersonal, small group, and public communication. (SPCH 1311)"
COMM 1303,Storytelling,3,"Students will develop skills in storytelling by examining the communicative elements essential to the storytelling event: teller, audience, purpose. Enhancing critical and creative thinking, developing language skills, improving listening, and better understanding and appreciating culture are among the topics to be covered in this performance-based course. Also included is storytelling as a teaching tool."
COMM 1302,Mass Media,3,"An introduction to mass communications, including the functions in society of newspapers, magazines, radio and television. (COMM 1307)"
CSP 1101,College Success Program,0,"An introduction to college life. Topics include study skills, time management, university resources, library skills, and goal setting. Recommended for all new and returning students."
CSP 1301,Effective Learning Models,0,"An overview of how humans acquire, process, and apply knowledge. Designed to provide entering and returning students the analytical and critical skills necessary for college success."
COMM 1301,Voice and Diction,3,
CHI 1401,Elementary Chinese I,0,"Instruction in understanding, speaking, reading, and writing Mandarin Chinese. Provides freshman foreign language credit."
CHI 1402,Elementary Chinese II,0,
CHEM 4399,Senior Honors Thesis,3,A research project supervised by a member of the natural sciences faculty or a scientist at an affiliated research institution or laboratory. The completed research project must be presented in both written and oral form to the science faculty. No more than 6 hours credit for this course may be applied toward a degree.
CHEM 4380,Field Experience in Chemistry,3,"Selected students are placed in jobs in their local community which are related to and reinforce their academic training. Positions are full time, salaried and last the duration of a semester. Recommended for students not already employed in their area of study."
CHEM 4410,Instrumental Methods of Analysis,4,"Theory and operation of advanced measurement sciences, especially modern atomic/molecular spectroscopy, electrochemical analysis, and separation. Major instrumentation will be learned in experimental contexts, including signal processing, AA, ICP, fluorescence, UV-VIS, IR, NMR, voltammetry, ion-selective sensor, HPLC, and GC/MS."
CHEM 4364,Polymer Chemistry,3,"A study of the chemistry and technology of polymeric materials including methods of polymerization, characterization and applications of polymers with an emphasis on chemistry, structure-property relationships, and polymer processing methods."
CHEM 4360,Industrial Organic Chemistry,3,"A survey of the chemistry and industrial processes used to obtain the seven major organic compounds that are used as starting materials in the chemical industry. Also included is the synthesis of related derivatives of these base chemicals, their properties and industrial applications."
